unique_id,emotion,video_path,status,reason,frame_count,fps,detected_frames,detection_rate,raw_length,output_length,signal_std,dominant_bpm
1120307023_20251120152526,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307023_20251120152526/calm.mp4,ok,ok,730,23.9997,730,1,730,900,0.000812434,89.999
1120307023_20251120152526,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307023_20251120152526/sadness.mp4,ok,ok,724,23.9997,724,1,724,900,0.000994634,67.4993
1120307023_20251120152526,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307023_20251120152526/happiness.mp4,ok,ok,723,24,723,1,723,900,0.00128335,61.875
1120307023_20251120152526,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307023_20251120152526/fearness.mp4,ok,ok,723,24,723,1,723,900,0.00154967,84.375
1120307023_20251120152526,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307023_20251120152526/tension.mp4,ok,ok,721,24,721,1,721,900,0.0014266,50.625
1120307024_20251120153625,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307024_20251120153625/calm.mp4,ok,ok,731,23.9997,731,1,731,900,0.00911976,50.6244
1120307024_20251120153625,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307024_20251120153625/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.0108733,44.9995
1120307024_20251120153625,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307024_20251120153625/happiness.mp4,ok,ok,723,24,723,1,723,900,0.0150584,56.25
1120307024_20251120153625,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307024_20251120153625/fearness.mp4,ok,ok,723,24,723,1,723,900,0.00865559,67.5
1120307024_20251120153625,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307024_20251120153625/tension.mp4,ok,ok,720,24,720,1,720,900,0.00739406,45
1120307025_20251120154846,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307025_20251120154846/calm.mp4,ok,ok,731,23.9997,731,1,731,900,0.00114921,84.3741
1120307025_20251120154846,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307025_20251120154846/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00290154,61.8743
1120307025_20251120154846,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307025_20251120154846/happiness.mp4,ok,ok,723,24,723,1,723,900,0.00409604,84.375
1120307025_20251120154846,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307025_20251120154846/fearness.mp4,ok,ok,723,24,723,1,723,900,0.0035095,61.875
1120307025_20251120154846,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307025_20251120154846/tension.mp4,ok,ok,719,24,719,1,719,900,0.00272694,84.375
1120307026_20251120155826,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307026_20251120155826/calm.mp4,ok,ok,731,23.9997,731,1,731,900,0.000933041,67.4993
1120307026_20251120155826,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307026_20251120155826/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00122234,56.2494
1120307026_20251120155826,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307026_20251120155826/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00114496,56.25
1120307026_20251120155826,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307026_20251120155826/fearness.mp4,ok,ok,722,24,722,1,722,900,0.0012707,78.75
1120307026_20251120155826,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307026_20251120155826/tension.mp4,ok,ok,721,24,721,1,721,900,0.00151424,78.75
1120307027_20251120161005,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307027_20251120161005/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.000970625,56.2494
1120307027_20251120161005,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307027_20251120161005/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00102171,95.6239
1120307027_20251120161005,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307027_20251120161005/happiness.mp4,ok,ok,723,24,723,1,723,900,0.00117346,56.25
1120307027_20251120161005,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307027_20251120161005/fearness.mp4,ok,ok,723,24,723,1,723,900,0.000864854,73.125
1120307027_20251120161005,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307027_20251120161005/tension.mp4,ok,ok,719,24,719,1,719,900,0.000961317,84.375
1120307028_20251120161934,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307028_20251120161934/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.00077015,56.2494
1120307028_20251120161934,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307028_20251120161934/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00106896,118.124
1120307028_20251120161934,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307028_20251120161934/happiness.mp4,ok,ok,723,24,723,1,723,900,0.00101093,61.875
1120307028_20251120161934,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307028_20251120161934/fearness.mp4,ok,ok,723,24,723,1,723,900,0.00103533,56.25
1120307028_20251120161934,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120307028_20251120161934/tension.mp4,ok,ok,721,24,721,1,721,900,0.00104001,61.875
1120309017_20251120141310,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309017_20251120141310/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.000763505,56.2494
1120309017_20251120141310,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309017_20251120141310/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.000718808,84.3741
1120309017_20251120141310,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309017_20251120141310/happiness.mp4,ok,ok,722,24,722,1,722,900,0.000852195,95.625
1120309017_20251120141310,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309017_20251120141310/fearness.mp4,ok,ok,722,24,722,1,722,900,0.000918939,61.875
1120309017_20251120141310,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309017_20251120141310/tension.mp4,ok,ok,720,24,720,1,720,900,0.000900279,61.875
1120309018_20251120143016,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309018_20251120143016/calm.mp4,ok,ok,729,23.9997,729,1,729,900,0.000976995,78.7491
1120309018_20251120143016,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309018_20251120143016/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00105057,61.8743
1120309018_20251120143016,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309018_20251120143016/happiness.mp4,ok,ok,722,24,722,1,722,900,0.000915271,90
1120309018_20251120143016,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309018_20251120143016/fearness.mp4,ok,ok,722,24,722,1,722,900,0.000915667,101.25
1120309018_20251120143016,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309018_20251120143016/tension.mp4,ok,ok,720,24,720,1,720,900,0.00148415,61.875
1120309019_20251120144036,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309019_20251120144036/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.00184402,56.2494
1120309019_20251120144036,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309019_20251120144036/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.0012504,56.2494
1120309019_20251120144036,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309019_20251120144036/happiness.mp4,ok,ok,723,24,723,1,723,900,0.00168308,56.25
1120309019_20251120144036,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309019_20251120144036/fearness.mp4,ok,ok,723,24,723,1,723,900,0.00200339,84.375
1120309019_20251120144036,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309019_20251120144036/tension.mp4,ok,ok,720,24,720,1,720,900,0.0016206,73.125
1120309020_20251120145039,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309020_20251120145039/calm.mp4,ok,ok,733,23.9997,733,1,733,900,0.0520776,89.999
1120309020_20251120145039,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309020_20251120145039/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.0536404,67.4993
1120309020_20251120145039,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309020_20251120145039/happiness.mp4,ok,ok,723,24,723,1,723,900,0.0491158,73.125
1120309020_20251120145039,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309020_20251120145039/fearness.mp4,ok,ok,723,24,723,1,723,900,0.0241943,61.875
1120309020_20251120145039,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309020_20251120145039/tension.mp4,ok,ok,719,24,719,1,719,900,0.0278489,61.875
1120309021_20251120150051,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309021_20251120150051/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.00105681,56.2494
1120309021_20251120150051,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309021_20251120150051/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00118684,61.8743
1120309021_20251120150051,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309021_20251120150051/happiness.mp4,ok,ok,723,24,723,1,723,900,0.00132206,73.125
1120309021_20251120150051,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309021_20251120150051/fearness.mp4,ok,ok,723,24,723,1,723,900,0.00106432,67.5
1120309021_20251120150051,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309021_20251120150051/tension.mp4,ok,ok,719,24,719,1,719,900,0.00153768,50.625
1120309022_20251120151425,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309022_20251120151425/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.00188879,56.2494
1120309022_20251120151425,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309022_20251120151425/sadness.mp4,ok,ok,724,23.9997,724,1,724,900,0.00132963,67.4993
1120309022_20251120151425,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309022_20251120151425/happiness.mp4,ok,ok,723,24,723,1,723,900,0.000962197,90
1120309022_20251120151425,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309022_20251120151425/fearness.mp4,ok,ok,723,24,723,1,723,900,0.00109187,78.75
1120309022_20251120151425,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120309022_20251120151425/tension.mp4,ok,ok,721,24,721,1,721,900,0.00224043,56.25
1120706001_20251120085909,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706001_20251120085909/calm.mp4,ok,ok,729,23.9997,729,1,729,900,0.00124955,67.4993
1120706001_20251120085909,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706001_20251120085909/sadness.mp4,ok,ok,722,23.9997,722,1,722,900,0.0010695,56.2494
1120706001_20251120085909,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706001_20251120085909/happiness.mp4,ok,ok,721,24,721,1,721,900,0.0011504,78.75
1120706001_20251120085909,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706001_20251120085909/fearness.mp4,ok,ok,721,24,721,1,721,900,0.00136488,45
1120706001_20251120085909,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706001_20251120085909/tension.mp4,ok,ok,719,24,719,1,719,900,0.00132001,45
1120706002_20251120091034,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706002_20251120091034/calm.mp4,ok,ok,730,23.9997,730,1,730,900,0.0008337,101.249
1120706002_20251120091034,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706002_20251120091034/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00108218,123.749
1120706002_20251120091034,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706002_20251120091034/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00118079,95.625
1120706002_20251120091034,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706002_20251120091034/fearness.mp4,ok,ok,722,24,722,1,722,900,0.00144934,61.875
1120706002_20251120091034,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706002_20251120091034/tension.mp4,ok,ok,719,24,719,1,719,900,0.00141064,84.375
1120706003_20251120091942,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706003_20251120091942/calm.mp4,ok,ok,733,23.9997,733,1,733,900,0.00110255,84.3741
1120706003_20251120091942,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706003_20251120091942/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.0014467,84.3741
1120706003_20251120091942,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706003_20251120091942/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00104819,84.375
1120706003_20251120091942,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706003_20251120091942/fearness.mp4,ok,ok,722,24,722,1,722,900,0.00157381,50.625
1120706003_20251120091942,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706003_20251120091942/tension.mp4,ok,ok,719,24,719,1,719,900,0.00134447,90
1120706004_20251120093255,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706004_20251120093255/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.00169735,78.7491
1120706004_20251120093255,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706004_20251120093255/sadness.mp4,ok,ok,722,23.9997,722,1,722,900,0.00143401,73.1242
1120706004_20251120093255,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706004_20251120093255/happiness.mp4,ok,ok,721,24,721,1,721,900,0.00132683,45
1120706004_20251120093255,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706004_20251120093255/fearness.mp4,ok,ok,721,24,721,1,721,900,0.00129522,67.5
1120706004_20251120093255,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706004_20251120093255/tension.mp4,ok,ok,719,24,719,1,719,900,0.00138232,56.25
1120706005_20251120095104,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706005_20251120095104/calm.mp4,ok,ok,729,23.9997,729,1,729,900,0.00150516,84.3741
1120706005_20251120095104,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706005_20251120095104/sadness.mp4,ok,ok,722,23.9997,722,1,722,900,0.00134373,67.4993
1120706005_20251120095104,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706005_20251120095104/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00142387,67.5
1120706005_20251120095104,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706005_20251120095104/fearness.mp4,ok,ok,721,24,721,1,721,900,0.00138,67.5
1120706005_20251120095104,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706005_20251120095104/tension.mp4,ok,ok,719,24,719,1,719,900,0.0017194,123.75
1120706006_20251120100543,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706006_20251120100543/calm.mp4,ok,ok,730,23.9997,730,1,730,900,0.00115366,50.6244
1120706006_20251120100543,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706006_20251120100543/sadness.mp4,ok,ok,722,23.9997,722,1,722,900,0.00127537,73.1242
1120706006_20251120100543,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706006_20251120100543/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00120297,67.5
1120706006_20251120100543,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706006_20251120100543/fearness.mp4,ok,ok,721,24,721,1,721,900,0.00138325,61.875
1120706006_20251120100543,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120706006_20251120100543/tension.mp4,ok,ok,719,24,719,1,719,900,0.00125655,61.875
1120707007_20251120101542,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707007_20251120101542/calm.mp4,ok,ok,731,23.9997,731,1,731,900,0.000757191,67.4993
1120707007_20251120101542,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707007_20251120101542/sadness.mp4,ok,ok,722,23.9997,722,1,722,900,0.0013845,78.7491
1120707007_20251120101542,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707007_20251120101542/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00155991,67.5
1120707007_20251120101542,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707007_20251120101542/fearness.mp4,ok,ok,721,24,721,1,721,900,0.0016589,45
1120707007_20251120101542,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707007_20251120101542/tension.mp4,ok,ok,719,24,719,1,719,900,0.00128839,61.875
1120707008_20251120102419,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707008_20251120102419/calm.mp4,ok,ok,731,23.9997,731,1,731,900,0.00106956,56.2494
1120707008_20251120102419,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707008_20251120102419/sadness.mp4,ok,ok,722,23.9997,722,1,722,900,0.00125003,73.1242
1120707008_20251120102419,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707008_20251120102419/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00120258,67.5
1120707008_20251120102419,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707008_20251120102419/fearness.mp4,ok,ok,721,24,721,1,721,900,0.00185846,78.75
1120707008_20251120102419,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707008_20251120102419/tension.mp4,ok,ok,720,24,720,1,720,900,0.00133266,78.75
1120707009_20251120103356,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707009_20251120103356/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.00133698,78.7491
1120707009_20251120103356,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707009_20251120103356/sadness.mp4,ok,ok,722,23.9997,722,1,722,900,0.00117112,61.8743
1120707009_20251120103356,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707009_20251120103356/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00147505,50.625
1120707009_20251120103356,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707009_20251120103356/fearness.mp4,ok,ok,721,24,721,1,721,900,0.00116977,50.625
1120707009_20251120103356,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707009_20251120103356/tension.mp4,ok,ok,719,24,719,1,719,900,0.0011243,61.875
1120707010_20251120104254,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707010_20251120104254/calm.mp4,ok,ok,731,23.9997,731,1,731,900,0.00201609,73.1242
1120707010_20251120104254,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707010_20251120104254/sadness.mp4,ok,ok,722,23.9997,722,1,722,900,0.00123154,84.3741
1120707010_20251120104254,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707010_20251120104254/happiness.mp4,ok,ok,722,24,722,1,722,900,0.00113816,73.125
1120707010_20251120104254,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707010_20251120104254/fearness.mp4,ok,ok,721,24,721,1,721,900,0.00127874,78.75
1120707010_20251120104254,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707010_20251120104254/tension.mp4,ok,ok,719,24,719,1,719,900,0.00116192,50.625
1120707011_20251120105213,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707011_20251120105213/calm.mp4,ok,ok,732,23.9997,732,1,732,900,0.00118767,73.1242
1120707011_20251120105213,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707011_20251120105213/sadness.mp4,ok,ok,720,23.9997,720,1,720,900,0.00145601,67.4993
1120707011_20251120105213,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707011_20251120105213/happiness.mp4,ok,ok,720,24,720,1,720,900,0.00131376,50.625
1120707011_20251120105213,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707011_20251120105213/fearness.mp4,ok,ok,720,24,720,1,720,900,0.00128401,61.875
1120707011_20251120105213,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707011_20251120105213/tension.mp4,ok,ok,718,24,718,1,718,900,0.00121254,73.125
1120707012_20251120110302,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707012_20251120110302/calm.mp4,ok,ok,730,23.9997,730,1,730,900,0.00233107,67.4993
1120707012_20251120110302,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707012_20251120110302/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00117585,61.8743
1120707012_20251120110302,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707012_20251120110302/happiness.mp4,ok,ok,723,24,723,1,723,900,0.00114729,61.875
1120707012_20251120110302,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707012_20251120110302/fearness.mp4,ok,ok,723,24,723,1,723,900,0.00199362,67.5
1120707012_20251120110302,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120707012_20251120110302/tension.mp4,ok,ok,721,24,721,1,721,900,0.00186677,61.875
1120708013_20251120111339,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708013_20251120111339/calm.mp4,ok,ok,731,23.9997,731,1,731,900,0.00242255,56.2494
1120708013_20251120111339,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708013_20251120111339/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.000875126,84.3741
1120708013_20251120111339,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708013_20251120111339/happiness.mp4,ok,ok,723,24,723,1,723,900,0.001282,78.75
1120708013_20251120111339,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708013_20251120111339/fearness.mp4,ok,ok,723,24,723,1,723,900,0.000858369,67.5
1120708013_20251120111339,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708013_20251120111339/tension.mp4,ok,ok,719,24,719,1,719,900,0.000720699,78.75
1120708014_20251120112500,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708014_20251120112500/calm.mp4,ok,ok,730,23.9997,730,1,730,900,0.00116703,67.4993
1120708014_20251120112500,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708014_20251120112500/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.0011856,50.6244
1120708014_20251120112500,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708014_20251120112500/happiness.mp4,ok,ok,722,24,722,1,722,900,0.000969449,78.75
1120708014_20251120112500,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708014_20251120112500/fearness.mp4,ok,ok,722,24,722,1,722,900,0.000937735,78.75
1120708014_20251120112500,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708014_20251120112500/tension.mp4,ok,ok,721,24,721,1,721,900,0.00103905,67.5
1120708015_20251120113417,calm,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708015_20251120113417/calm.mp4,ok,ok,733,23.9997,733,1,733,900,0.000959821,67.4993
1120708015_20251120113417,sadness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708015_20251120113417/sadness.mp4,ok,ok,723,23.9997,723,1,723,900,0.00121209,84.3741
1120708015_20251120113417,happiness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708015_20251120113417/happiness.mp4,ok,ok,723,24,723,1,723,900,0.000928176,67.5
1120708015_20251120113417,fearness,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708015_20251120113417/fearness.mp4,ok,ok,723,24,723,1,723,900,0.00119286,61.875
1120708015_20251120113417,tension,/Users/geziwang/Desktop/teenager_ppg/cleaned_video_outputs/emotion_clips/1120708015_20251120113417/tension.mp4,ok,ok,720,24,720,1,720,900,0.00126715,61.875
